year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2021-08,2021-09,Long-term migrant,Arrivals,Male,0-4 years,131,9,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,TOTAL,1104,34,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,85-89 years,1,1,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,80-84 years,1,1,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,75-79 years,5,2,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,70-74 years,10,3,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,65-69 years,21,4,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,60-64 years,26,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,5-9 years,103,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,55-59 years,34,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,50-54 years,35,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,45-49 years,43,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,40-44 years,58,6,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,35-39 years,108,8,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,30-34 years,169,10,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,25-29 years,194,10,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,20-24 years,87,7,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,15-19 years,42,5,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,10-14 years,51,4,Provisional
2021-08,2021-09,Long-term migrant,Arrivals,Female,0-4 years,116,8,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,TOTAL,891,145,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,90+ years,-1,3,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,85-89 years,-3,4,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-12,8,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-10,12,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-13,16,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,65-69 years,9,18,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,60-64 years,71,21,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,5-9 years,135,24,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,55-59 years,82,20,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,50-54 years,95,19,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,45-49 years,88,20,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,40-44 years,86,21,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,35-39 years,152,23,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,30-34 years,83,30,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-128,32,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-95,27,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,15-19 years,10,19,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,10-14 years,111,21,Provisional
2021-07,2021-09,Long-term migrant,Net,TOTAL,0-4 years,231,33,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,TOTAL,315,81,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,90+ years,1,1,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,85-89 years,-3,3,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,80-84 years,-6,5,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,75-79 years,-5,8,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,70-74 years,-1,9,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,65-69 years,7,11,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,60-64 years,41,12,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,5-9 years,69,14,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,55-59 years,37,11,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,50-54 years,40,12,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,45-49 years,42,13,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,40-44 years,47,15,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,35-39 years,67,16,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,30-34 years,-4,20,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,25-29 years,-137,21,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,20-24 years,-57,17,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,15-19 years,-5,12,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,10-14 years,63,13,Provisional
2021-07,2021-09,Long-term migrant,Net,Male,0-4 years,118,19,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,TOTAL,576,84,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,90+ years,-2,2,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,85-89 years,0,3,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,80-84 years,-7,5,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,75-79 years,-5,7,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,70-74 years,-11,10,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,65-69 years,2,11,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,60-64 years,30,14,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,5-9 years,66,14,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,55-59 years,46,13,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,50-54 years,55,12,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,45-49 years,46,13,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,40-44 years,38,13,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,35-39 years,85,15,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,30-34 years,87,18,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,25-29 years,9,21,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,20-24 years,-38,18,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,15-19 years,15,12,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,10-14 years,48,13,Provisional
2021-07,2021-09,Long-term migrant,Net,Female,0-4 years,113,18,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,3827,103,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,90+ years,5,2,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,10,4,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,33,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,52,11,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,84,14,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,113,15,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,117,14,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,217,13,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,116,12,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,135,12,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,164,13,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,234,14,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,305,15,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,489,21,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,681,26,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,453,22,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,195,14,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,191,13,Provisional
2021-07,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,233,16,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,TOTAL,2012,61,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,90+ years,1,1,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,85-89 years,5,2,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,80-84 years,15,4,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,75-79 years,26,7,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,70-74 years,37,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,65-69 years,51,9,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,60-64 years,50,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,5-9 years,113,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,55-59 years,53,7,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,50-54 years,69,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,45-49 years,89,9,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,40-44 years,125,10,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,35-39 years,162,11,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,30-34 years,273,14,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,25-29 years,380,18,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,20-24 years,236,14,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,15-19 years,103,10,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,10-14 years,95,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Male,0-4 years,126,11,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,TOTAL,1815,57,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,90+ years,4,2,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,85-89 years,5,2,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,80-84 years,17,5,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,75-79 years,26,6,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,70-74 years,48,9,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,65-69 years,61,9,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,60-64 years,68,10,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,5-9 years,104,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,55-59 years,63,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,50-54 years,66,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,45-49 years,75,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,40-44 years,109,9,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,35-39 years,143,10,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,30-34 years,216,13,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,25-29 years,300,15,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,20-24 years,217,15,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,15-19 years,92,9,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,10-14 years,96,8,Provisional
2021-07,2021-09,Long-term migrant,Departures,Female,0-4 years,107,9,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4719,125,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,4,2,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,7,2,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,20,5,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,41,8,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,72,11,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,122,14,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,189,18,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,352,21,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,198,17,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,229,17,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,252,16,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,320,17,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,457,20,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,572,23,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,553,23,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,358,19,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,15-19 years,205,15,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,10-14 years,302,18,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,TOTAL,0-4 years,464,31,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,TOTAL,2327,70,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,90+ years,2,1,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,85-89 years,3,1,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,80-84 years,10,3,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,75-79 years,21,5,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,70-74 years,35,7,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,65-69 years,59,8,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,60-64 years,91,10,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,5-9 years,183,12,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,55-59 years,90,10,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,50-54 years,109,10,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,45-49 years,131,10,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,40-44 years,173,12,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,35-39 years,229,13,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,30-34 years,269,15,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,25-29 years,243,14,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,20-24 years,179,12,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,15-19 years,98,9,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,10-14 years,159,11,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Male,0-4 years,245,18,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,TOTAL,2391,70,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,90+ years,2,1,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,85-89 years,5,2,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,80-84 years,11,3,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,75-79 years,21,5,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,70-74 years,37,7,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,65-69 years,64,9,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,60-64 years,98,11,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,5-9 years,169,12,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,55-59 years,108,11,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,50-54 years,121,11,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,45-49 years,121,10,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,40-44 years,148,10,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,35-39 years,228,12,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,30-34 years,303,14,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,25-29 years,309,15,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,20-24 years,179,12,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,15-19 years,107,10,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,10-14 years,144,11,Provisional
2021-07,2021-09,Long-term migrant,Arrivals,Female,0-4 years,220,17,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,TOTAL,-170,121,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,90+ years,-1,2,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,85-89 years,-6,3,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,80-84 years,-6,6,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,75-79 years,-23,10,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,70-74 years,-46,14,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,65-69 years,-18,18,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,60-64 years,10,17,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,5-9 years,147,14,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,55-59 years,24,17,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,50-54 years,41,16,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,45-49 years,35,17,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,40-44 years,55,17,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,35-39 years,20,22,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,30-34 years,-191,28,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,25-29 years,-406,31,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,20-24 years,-119,28,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,15-19 years,80,17,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,10-14 years,106,12,Provisional
2021-06,2021-09,Long-term migrant,Net,TOTAL,0-4 years,129,19,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,TOTAL,-274,76,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,90+ years,1,1,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,85-89 years,-4,3,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,80-84 years,-5,4,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,75-79 years,-16,6,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,70-74 years,-22,8,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,65-69 years,-5,11,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,60-64 years,9,10,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,5-9 years,73,9,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,55-59 years,24,10,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,50-54 years,13,11,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,45-49 years,19,11,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,40-44 years,11,12,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,35-39 years,-13,16,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,30-34 years,-164,19,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,25-29 years,-269,22,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,20-24 years,-80,19,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,15-19 years,48,11,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,10-14 years,46,8,Provisional
2021-06,2021-09,Long-term migrant,Net,Male,0-4 years,59,12,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,TOTAL,104,67,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,90+ years,-2,1,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,85-89 years,-2,2,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,80-84 years,-1,4,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,75-79 years,-7,6,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,70-74 years,-24,9,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,65-69 years,-13,11,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,60-64 years,1,11,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,5-9 years,74,9,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,55-59 years,0,11,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,50-54 years,28,10,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,45-49 years,15,11,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,40-44 years,43,10,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,35-39 years,33,13,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,30-34 years,-26,18,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,25-29 years,-137,19,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,20-24 years,-39,17,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,15-19 years,32,12,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,10-14 years,60,8,Provisional
2021-06,2021-09,Long-term migrant,Net,Female,0-4 years,70,12,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,TOTAL,4251,95,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,90+ years,3,1,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,85-89 years,12,3,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,80-84 years,22,5,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,75-79 years,51,9,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,70-74 years,96,13,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,65-69 years,126,15,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,60-64 years,129,14,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,5-9 years,167,9,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,55-59 years,140,13,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,50-54 years,140,11,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,45-49 years,162,12,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,40-44 years,202,12,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,35-39 years,330,17,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,30-34 years,663,24,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,25-29 years,896,28,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,20-24 years,562,23,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,15-19 years,176,12,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,10-14 years,120,8,Provisional
2021-06,2021-09,Long-term migrant,Departures,TOTAL,0-4 years,253,13,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,TOTAL,2334,59,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,90+ years,1,1,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,85-89 years,7,2,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,80-84 years,11,3,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,75-79 years,29,6,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,70-74 years,46,7,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,65-69 years,59,9,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,60-64 years,60,8,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,5-9 years,91,6,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,55-59 years,62,7,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,50-54 years,79,8,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,45-49 years,85,8,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,40-44 years,130,9,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,35-39 years,197,12,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,30-34 years,389,16,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,25-29 years,500,19,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,20-24 years,312,15,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,15-19 years,87,7,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,10-14 years,64,5,Provisional
2021-06,2021-09,Long-term migrant,Departures,Male,0-4 years,126,8,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,TOTAL,1917,52,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,90+ years,2,1,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,85-89 years,5,2,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,80-84 years,11,3,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,75-79 years,22,5,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,70-74 years,50,8,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,65-69 years,67,9,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,60-64 years,69,9,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,5-9 years,75,6,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,55-59 years,79,9,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,50-54 years,61,7,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,45-49 years,77,7,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,40-44 years,73,7,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,35-39 years,133,10,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,30-34 years,274,14,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,25-29 years,396,17,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,20-24 years,251,14,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,15-19 years,89,8,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,10-14 years,57,5,Provisional
2021-06,2021-09,Long-term migrant,Departures,Female,0-4 years,127,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,TOTAL,4081,92,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,90+ years,2,1,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,85-89 years,6,2,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,80-84 years,16,4,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,75-79 years,28,6,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,70-74 years,51,8,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,65-69 years,108,13,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,60-64 years,139,14,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,5-9 years,314,12,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,55-59 years,164,13,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,50-54 years,181,13,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,45-49 years,197,13,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,40-44 years,257,13,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,35-39 years,350,16,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,30-34 years,472,18,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,25-29 years,490,20,Provisional
2021-06,2021-09,Long-term migrant,Arrivals,TOTAL,20-24 years,443,19,Provisional
