year_month,month_of_release,passenger_type,direction,sex,age,estimate,standard_error,status
2007-02,2020-09,Long-term migrant,Net,Male,15-19 years,420,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,20-24 years,219,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,20-24 years,138,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,25-29 years,101,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,25-29 years,53,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,30-34 years,223,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,30-34 years,213,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,35-39 years,82,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,35-39 years,126,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,40-44 years,86,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,40-44 years,96,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,45-49 years,4,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,45-49 years,-10,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,5-9 years,97,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,5-9 years,60,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,50-54 years,-15,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,50-54 years,21,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,55-59 years,25,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,55-59 years,-2,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,60-64 years,38,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,60-64 years,26,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,65-69 years,7,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,65-69 years,10,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,70-74 years,13,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,70-74 years,16,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,75-79 years,-2,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,75-79 years,4,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,80-84 years,1,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,80-84 years,11,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,85-89 years,-1,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,90+ years,-1,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,90+ years,-2,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,661,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,613,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,1351,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1741,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1513,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1230,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,870,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,672,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,398,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,569,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,310,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,234,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,179,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,122,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,73,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,34,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,31,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,6,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,572,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,378,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,561,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1384,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1359,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,794,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,662,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,490,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,404,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,412,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,304,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,211,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,115,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,105,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,44,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,32,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,19,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,7,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,0-4 years,89,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,10-14 years,235,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,15-19 years,790,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,20-24 years,357,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,25-29 years,154,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,30-34 years,436,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,35-39 years,208,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,40-44 years,182,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,45-49 years,-6,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,5-9 years,157,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,50-54 years,6,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,55-59 years,23,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,60-64 years,64,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,65-69 years,17,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,70-74 years,29,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,75-79 years,2,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,80-84 years,12,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,85-89 years,-1,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,3,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,90+ years,6,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,90+ years,-3,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,Female,TOTAL,5118,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,Male,TOTAL,5492,0,Final
2007-02,2020-09,Long-term migrant,Departures,Female,TOTAL,3735,0,Final
2007-02,2020-09,Long-term migrant,Departures,Male,TOTAL,4124,0,Final
2007-02,2020-09,Long-term migrant,Net,Female,TOTAL,1383,0,Final
2007-02,2020-09,Long-term migrant,Net,Male,TOTAL,1368,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,10610,0,Final
2007-02,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,7859,0,Final
2007-02,2020-09,Long-term migrant,Net,TOTAL,TOTAL,2751,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,0-4 years,281,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,0-4 years,294,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,10-14 years,230,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,10-14 years,221,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,15-19 years,308,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,15-19 years,361,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,20-24 years,583,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,20-24 years,598,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,25-29 years,744,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,25-29 years,728,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,30-34 years,584,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,30-34 years,606,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,35-39 years,416,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,35-39 years,494,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,40-44 years,316,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,40-44 years,331,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,45-49 years,182,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,45-49 years,198,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,5-9 years,219,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,5-9 years,239,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,50-54 years,157,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,50-54 years,143,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,55-59 years,130,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,55-59 years,114,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,60-64 years,106,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,60-64 years,104,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,65-69 years,65,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,65-69 years,65,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,70-74 years,42,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,70-74 years,32,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,75-79 years,23,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,75-79 years,23,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,80-84 years,15,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,80-84 years,9,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,85-89 years,5,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,85-89 years,1,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,90+ years,2,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,0-4 years,343,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,0-4 years,335,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,10-14 years,142,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,10-14 years,150,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,15-19 years,200,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,15-19 years,225,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,20-24 years,670,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,20-24 years,701,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,25-29 years,749,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,25-29 years,716,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,30-34 years,478,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,30-34 years,507,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,35-39 years,315,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,35-39 years,401,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,40-44 years,249,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,40-44 years,310,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,45-49 years,198,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,45-49 years,236,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,5-9 years,209,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,5-9 years,203,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,50-54 years,166,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,50-54 years,200,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,55-59 years,137,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,55-59 years,137,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,60-64 years,81,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,60-64 years,113,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,65-69 years,70,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,65-69 years,56,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,70-74 years,35,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,70-74 years,40,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,75-79 years,27,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,75-79 years,26,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,80-84 years,10,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,80-84 years,5,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,85-89 years,1,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,85-89 years,5,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,90+ years,2,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,90+ years,2,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,0-4 years,-62,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,0-4 years,-41,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,10-14 years,88,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,10-14 years,71,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,15-19 years,108,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,15-19 years,136,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,20-24 years,-87,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,20-24 years,-103,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,25-29 years,-5,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,25-29 years,12,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,30-34 years,106,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,30-34 years,99,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,35-39 years,101,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,35-39 years,93,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,40-44 years,67,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,40-44 years,21,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,45-49 years,-16,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,45-49 years,-38,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,5-9 years,10,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,5-9 years,36,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,50-54 years,-9,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,50-54 years,-57,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,55-59 years,-7,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,55-59 years,-23,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,60-64 years,25,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,60-64 years,-9,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,65-69 years,-5,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,65-69 years,9,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,70-74 years,7,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,70-74 years,-8,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,75-79 years,-4,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,75-79 years,-3,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,80-84 years,5,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,80-84 years,4,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,85-89 years,4,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,85-89 years,-4,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,90+ years,-2,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,0-4 years,575,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,10-14 years,451,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,15-19 years,669,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,20-24 years,1181,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,25-29 years,1472,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,30-34 years,1190,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,35-39 years,910,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,40-44 years,647,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,45-49 years,380,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,5-9 years,458,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,50-54 years,300,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,55-59 years,244,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,60-64 years,210,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,65-69 years,130,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,70-74 years,74,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,75-79 years,46,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,80-84 years,24,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,85-89 years,6,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,0-4 years,678,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,10-14 years,292,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,15-19 years,425,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,20-24 years,1371,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,25-29 years,1465,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,30-34 years,985,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,35-39 years,716,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,40-44 years,559,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,45-49 years,434,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,5-9 years,412,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,50-54 years,366,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,55-59 years,274,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,60-64 years,194,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,65-69 years,126,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,70-74 years,75,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,75-79 years,53,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,80-84 years,15,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,85-89 years,6,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,0-4 years,-103,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,10-14 years,159,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,15-19 years,244,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,20-24 years,-190,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,25-29 years,7,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,30-34 years,205,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,35-39 years,194,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,40-44 years,88,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,45-49 years,-54,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,5-9 years,46,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,50-54 years,-66,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,55-59 years,-30,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,60-64 years,16,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,65-69 years,4,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,70-74 years,-1,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,75-79 years,-7,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,80-84 years,9,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,85-89 years,0,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,90+ years,2,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,90+ years,4,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,90+ years,-2,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Female,TOTAL,4406,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,Male,TOTAL,4563,0,Final
2007-03,2020-09,Long-term migrant,Departures,Female,TOTAL,4082,0,Final
2007-03,2020-09,Long-term migrant,Departures,Male,TOTAL,4368,0,Final
2007-03,2020-09,Long-term migrant,Net,Female,TOTAL,324,0,Final
2007-03,2020-09,Long-term migrant,Net,Male,TOTAL,195,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,TOTAL,TOTAL,8969,0,Final
2007-03,2020-09,Long-term migrant,Departures,TOTAL,TOTAL,8450,0,Final
2007-03,2020-09,Long-term migrant,Net,TOTAL,TOTAL,519,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,0-4 years,274,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,0-4 years,282,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,10-14 years,261,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,10-14 years,254,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,15-19 years,310,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,15-19 years,326,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,20-24 years,434,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,20-24 years,409,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,25-29 years,586,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,25-29 years,585,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,30-34 years,459,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,30-34 years,474,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,35-39 years,396,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,35-39 years,408,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,40-44 years,269,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,40-44 years,311,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,45-49 years,169,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,45-49 years,225,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,5-9 years,257,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,5-9 years,243,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,50-54 years,107,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,50-54 years,132,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,55-59 years,95,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,55-59 years,87,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,60-64 years,77,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,60-64 years,68,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,65-69 years,49,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,65-69 years,57,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,70-74 years,42,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,70-74 years,32,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,75-79 years,15,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,75-79 years,10,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,80-84 years,15,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,80-84 years,3,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,85-89 years,6,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,85-89 years,2,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Female,90+ years,1,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,Male,90+ years,1,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,0-4 years,306,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,0-4 years,309,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,10-14 years,152,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,10-14 years,169,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,15-19 years,197,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,15-19 years,233,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,20-24 years,662,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,20-24 years,651,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,25-29 years,758,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,25-29 years,825,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,30-34 years,403,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,30-34 years,473,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,35-39 years,354,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,35-39 years,359,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,40-44 years,250,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,40-44 years,284,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,45-49 years,223,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,45-49 years,259,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,5-9 years,228,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,5-9 years,228,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,50-54 years,167,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,50-54 years,189,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,55-59 years,157,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,55-59 years,139,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,60-64 years,92,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,60-64 years,100,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,65-69 years,60,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,65-69 years,61,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,70-74 years,28,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,70-74 years,35,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,75-79 years,17,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,75-79 years,17,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,80-84 years,9,0,Final
2007-04,2020-09,Long-term migrant,Departures,Male,80-84 years,13,0,Final
2007-04,2020-09,Long-term migrant,Departures,Female,85-89 years,4,0,Final
2007-04,2020-09,Long-term migrant,Net,Female,0-4 years,-32,0,Final
2007-04,2020-09,Long-term migrant,Net,Male,0-4 years,-27,0,Final
2007-04,2020-09,Long-term migrant,Net,Female,10-14 years,109,0,Final
2007-04,2020-09,Long-term migrant,Net,Male,10-14 years,85,0,Final
